ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,label
2025-05-02T20:02:05.454562+00:00,C0d3ac2cc,10.0.0.128,15408,135.176.68.108,56484,udp,https,43.95635138225362,3766,3153,benign
2025-05-02T20:02:05.454572+00:00,Ce731878c,10.0.0.15,20099,249.233.119.215,17673,udp,dns,126.39712396620041,3919,3101,benign
2025-05-02T20:02:05.454582+00:00,C3980e784,10.0.0.70,62841,103.9.218.254,4230,udp,dns,176.7189493804831,3050,1201,benign
2025-05-02T20:02:05.454591+00:00,Cced6f81a,10.0.0.37,29065,172.165.97.143,1133,udp,dns,207.8749658197308,1584,1160,benign
2025-05-02T20:02:05.454601+00:00,C40301aca,10.0.0.152,26498,18.244.232.166,42381,tcp,dns,276.56405713867895,1279,4305,benign
2025-05-02T20:02:05.454611+00:00,C6ed675c0,10.0.0.12,22726,93.184.216.34,4376,tcp,ssh,194.26094929934433,6348,555,malicious
2025-05-02T20:02:05.454630+00:00,Cb6de170d,10.0.0.46,46148,93.184.216.34,56457,tcp,http,62.96763016458048,689,7151,malicious
2025-05-02T20:02:05.454642+00:00,C23919165,10.0.0.119,29576,220.168.68.202,1826,tcp,ssh,292.43607079680385,7395,957,benign
2025-05-02T20:02:05.454652+00:00,Cd062d828,10.0.0.190,2391,208.250.35.24,30811,udp,ftp,275.73885651162027,5724,5682,benign
2025-05-02T20:02:05.454662+00:00,Ca49355f5,10.0.0.235,24809,116.31.237.11,23728,tcp,https,255.4816530872441,6694,1493,benign
2025-05-02T20:02:05.454672+00:00,Cf3f0ac31,10.0.0.231,58549,82.43.34.218,24003,udp,dns,265.9205961834579,9694,6485,benign
2025-05-02T20:02:05.454681+00:00,C7db466dc,10.0.0.74,61762,84.210.133.7,23462,udp,ftp,158.88039637793162,7034,7674,benign
2025-05-02T20:02:05.454691+00:00,C369bd37e,10.0.0.67,2767,118.208.162.21,25332,udp,http,35.22608533065638,1896,9313,benign
2025-05-02T20:02:05.454700+00:00,C47d30204,10.0.0.63,36787,241.162.215.165,27751,tcp,dns,53.11904456930535,9115,1493,benign
2025-05-02T20:02:05.454710+00:00,C6c818c4f,10.0.0.16,5585,129.236.242.82,22974,udp,ftp,258.57037256257274,6968,3315,benign
2025-05-02T20:02:05.454720+00:00,C3d1aa0ac,10.0.0.159,45073,102.168.150.139,52018,tcp,http,224.36825370640278,6288,2606,benign
2025-05-02T20:02:05.454729+00:00,C5e04c2ce,10.0.0.117,2582,196.87.253.107,14376,udp,http,6.380831422975151,4836,761,benign
2025-05-02T20:02:05.454739+00:00,C1649d0d5,10.0.0.42,60753,242.192.100.180,64008,tcp,https,279.3783494584549,9558,1518,benign
2025-05-02T20:02:05.454748+00:00,Cebab4406,10.0.0.12,54277,193.55.146.167,14602,tcp,ssh,245.0260148970146,1232,1926,benign
2025-05-02T20:02:05.454758+00:00,Cd3bb37a3,10.0.0.250,53432,161.62.151.102,21345,udp,https,271.86794452815195,2912,7237,benign
2025-05-02T20:02:05.454767+00:00,C290d3a18,10.0.0.91,26634,53.32.26.155,21305,udp,http,78.95901374123525,5832,5868,benign
2025-05-02T20:02:05.454777+00:00,C3e71f4a1,10.0.0.213,32942,111.36.54.15,35273,udp,dns,142.78359136285022,7016,5118,benign
2025-05-02T20:02:05.454786+00:00,C3810b768,10.0.0.68,44816,161.67.237.87,2272,udp,dns,209.5633545294357,1398,1457,benign
2025-05-02T20:02:05.454796+00:00,C13c96245,10.0.0.72,12161,145.53.126.118,32121,tcp,https,52.05595074226791,3456,2407,benign
2025-05-02T20:02:05.454805+00:00,Ca4ab8d1d,10.0.0.212,5738,203.42.111.31,42659,tcp,http,59.7501342367915,8299,8873,benign
2025-05-02T20:02:05.454815+00:00,C32b8f740,10.0.0.252,34110,120.171.227.70,59825,udp,ssh,109.82665962074321,286,7693,benign
2025-05-02T20:02:05.454824+00:00,C9061e619,10.0.0.239,22004,59.255.202.235,4265,tcp,ftp,22.144790656853825,5679,5845,benign
2025-05-02T20:02:05.454834+00:00,Cad75a0a2,10.0.0.250,58504,255.47.92.227,18382,udp,ftp,161.0905342691873,9935,5426,benign
2025-05-02T20:02:05.454843+00:00,C1d6051d4,10.0.0.210,63024,10.0.0.99,14160,udp,ssh,163.19210169824635,5941,4327,malicious
2025-05-02T20:02:05.454852+00:00,C20856e2a,10.0.0.174,65507,148.163.78.176,26922,tcp,dns,112.12212301814017,853,8254,benign
2025-05-02T20:02:05.454861+00:00,Cf65fc25e,10.0.0.87,25225,143.102.65.125,38215,tcp,https,293.32188247591967,3471,9308,benign
2025-05-02T20:02:05.454871+00:00,C6b75bf37,10.0.0.115,15283,52.227.174.123,29852,tcp,https,227.22442531109937,7704,6143,benign
2025-05-02T20:02:05.454880+00:00,C1edc63fb,10.0.0.23,64909,32.51.1.207,35336,udp,https,150.40885402673078,837,5578,benign
2025-05-02T20:02:05.454891+00:00,C93644301,10.0.0.133,10340,162.139.52.28,2432,udp,https,293.2160701533276,2310,1106,benign
2025-05-02T20:02:05.454900+00:00,C94b6066b,10.0.0.197,63921,120.46.74.35,32082,tcp,dns,283.634024924705,810,2761,benign
2025-05-02T20:02:05.454910+00:00,C7b9cbbc6,10.0.0.45,9355,109.133.20.55,56538,udp,ftp,198.72386453969423,3819,5666,benign
2025-05-02T20:02:05.454919+00:00,C66cbafd2,10.0.0.212,51886,99.158.24.146,11118,tcp,ftp,139.04521542806734,7720,9569,benign
2025-05-02T20:02:05.454929+00:00,C39df6bcb,10.0.0.221,19184,10.0.0.99,30239,tcp,http,37.161238314107734,6980,5479,malicious
2025-05-02T20:02:05.454938+00:00,C7267e50e,10.0.0.247,51108,178.18.253.249,43892,udp,ftp,71.25483221938339,376,3055,benign
2025-05-02T20:02:05.454947+00:00,Cf3f11bb6,10.0.0.215,23154,146.173.116.150,60448,udp,https,5.522493937132219,5371,5741,benign
2025-05-02T20:02:05.454957+00:00,Cb8a0f2d8,10.0.0.234,51792,158.160.195.228,36199,udp,dns,0.546776937075632,2524,1310,benign
2025-05-02T20:02:05.454966+00:00,C8f8b10e0,10.0.0.90,32351,104.123.19.96,64085,udp,http,68.56231089306917,978,6353,benign
2025-05-02T20:02:05.454975+00:00,Cd36ff922,10.0.0.168,15627,35.86.9.45,34779,tcp,ftp,142.37571009412272,912,4322,malicious
2025-05-02T20:02:05.454985+00:00,C88568fa0,10.0.0.182,28243,68.15.227.201,57279,tcp,dns,26.248031129206257,7943,4132,benign
2025-05-02T20:02:05.454995+00:00,Cf760a4c8,10.0.0.3,31287,120.115.79.242,2807,udp,https,299.93719129716567,1655,2904,benign
2025-05-02T20:02:05.455004+00:00,C61876f5f,10.0.0.215,65309,192.168.1.100,33691,udp,https,62.911424432068294,8672,1479,malicious
2025-05-02T20:02:05.455013+00:00,C0cb3c286,10.0.0.153,28976,58.154.119.36,41669,udp,ftp,295.15823608923273,6582,6730,benign
2025-05-02T20:02:05.455023+00:00,Cf68abcd7,10.0.0.126,52012,204.102.66.251,36221,tcp,https,122.05612510546787,6130,5504,benign
2025-05-02T20:02:05.455032+00:00,C2b74e588,10.0.0.46,30801,255.201.18.69,384,udp,ftp,269.59394430334675,3255,3132,malicious
2025-05-02T20:02:05.455044+00:00,C1ad3f16f,10.0.0.119,60302,32.48.161.77,20306,tcp,ftp,128.31700028912073,1300,4538,benign
2025-05-02T20:02:05.455054+00:00,C337a2232,10.0.0.174,48252,192.168.1.100,45375,tcp,ssh,8.414959686215543,8599,9509,malicious
2025-05-02T20:02:05.455062+00:00,C9a4a5cc3,10.0.0.198,18029,183.13.214.231,10380,tcp,ftp,254.4835982316467,9766,7266,benign
2025-05-02T20:02:05.455072+00:00,C912e440a,10.0.0.35,17320,17.178.75.227,16131,udp,https,100.35613329795115,8590,3336,benign
2025-05-02T20:02:05.455081+00:00,C7856fa16,10.0.0.230,62485,204.18.111.229,33165,udp,http,98.49586235780028,1661,517,benign
2025-05-02T20:02:05.455090+00:00,C59938b48,10.0.0.9,55794,189.77.186.60,46831,udp,https,175.4230652552795,6732,8237,benign
2025-05-02T20:02:05.455100+00:00,C054a6ce8,10.0.0.140,62134,85.142.93.173,10032,udp,ssh,260.4435118563577,780,3455,benign
2025-05-02T20:02:05.455109+00:00,Cb3c10bb3,10.0.0.116,3739,12.125.18.13,24245,udp,https,12.160557686859192,7889,8730,benign
2025-05-02T20:02:05.455119+00:00,C5f7f0807,10.0.0.163,30064,18.3.95.8,60514,udp,https,150.36699869122276,7584,1921,benign
2025-05-02T20:02:05.455128+00:00,C7c7bae80,10.0.0.233,45278,174.7.2.88,11718,tcp,dns,109.51456838419962,5786,8393,benign
2025-05-02T20:02:05.455138+00:00,C8eee3f0d,10.0.0.79,29531,201.241.228.201,58911,tcp,http,206.24603278211939,6837,3022,benign
2025-05-02T20:02:05.455148+00:00,Cf33b59aa,10.0.0.3,31006,166.174.118.178,40019,tcp,ftp,56.30593317025483,1487,3088,benign
2025-05-02T20:02:05.455157+00:00,Cb5c1277e,10.0.0.227,63352,156.207.57.242,31949,udp,http,156.40556290339381,1910,9034,benign
2025-05-02T20:02:05.455166+00:00,C9c93194e,10.0.0.11,34798,248.224.96.249,37625,udp,dns,35.47445319335636,8259,5536,benign
2025-05-02T20:02:05.455176+00:00,Cd7c6adb3,10.0.0.15,29789,144.107.4.144,63752,tcp,ftp,182.30838877097744,987,5518,benign
2025-05-02T20:02:05.455185+00:00,C5fe3ce05,10.0.0.30,4744,225.150.229.246,29912,tcp,https,36.76883968632006,4865,3983,benign
2025-05-02T20:02:05.455195+00:00,Cef9e1925,10.0.0.6,9192,160.116.50.218,27622,udp,ftp,128.22868029252544,2476,4095,benign
2025-05-02T20:02:05.455205+00:00,C5daba763,10.0.0.205,7900,171.247.114.82,19692,udp,ssh,169.79549204628367,6861,1655,benign
2025-05-02T20:02:05.455214+00:00,C62431abc,10.0.0.154,56028,147.220.104.135,44473,udp,ssh,50.473615859219784,6925,4904,benign
2025-05-02T20:02:05.455224+00:00,Cf86a1138,10.0.0.8,24373,200.223.211.177,50024,tcp,http,107.10522226817069,8364,652,benign
2025-05-02T20:02:05.455233+00:00,Ce286b39b,10.0.0.252,63149,71.102.74.117,49128,udp,ssh,248.59757184682542,3349,262,benign
2025-05-02T20:02:05.455243+00:00,C79f53267,10.0.0.7,25808,169.67.187.108,55855,tcp,https,125.34755692378515,7616,7023,benign
2025-05-02T20:02:05.455261+00:00,Cc087939a,10.0.0.226,18058,239.52.244.5,3301,tcp,https,138.74219748707222,3401,4081,benign
2025-05-02T20:02:05.455272+00:00,C1a1d9af1,10.0.0.89,1966,132.31.196.47,11427,udp,http,102.12096220969684,9692,3938,benign
2025-05-02T20:02:05.455282+00:00,C157c2a6b,10.0.0.36,19428,254.108.77.248,20621,udp,ftp,114.8829498313272,1912,8112,benign
2025-05-02T20:02:05.455291+00:00,C97710928,10.0.0.135,14054,10.0.0.99,2738,udp,ftp,195.2928597071279,8403,5163,malicious
2025-05-02T20:02:05.455299+00:00,C6842fae0,10.0.0.159,43209,211.184.179.11,51567,tcp,ssh,128.61182432096123,3110,3565,benign
2025-05-02T20:02:05.455309+00:00,Cc8494579,10.0.0.146,46195,104.143.161.251,39465,udp,ssh,58.98431328260991,1416,9302,benign
2025-05-02T20:02:05.455318+00:00,C9049765a,10.0.0.221,45216,107.3.52.119,32422,udp,dns,104.77359544985765,7889,1431,benign
2025-05-02T20:02:05.455328+00:00,Cd2e38a0c,10.0.0.165,47733,192.175.78.54,38983,udp,ssh,159.51205836808592,3712,6793,benign
2025-05-02T20:02:05.455337+00:00,C09ab1607,10.0.0.136,6780,113.114.219.242,43178,tcp,ftp,228.23871626535697,8245,5385,benign
2025-05-02T20:02:05.455347+00:00,Cf7d59f83,10.0.0.182,51619,118.11.6.183,52184,tcp,ftp,59.918360620687004,731,7207,benign
2025-05-02T20:02:05.455356+00:00,C4932dd1d,10.0.0.102,23023,10.0.0.99,51183,udp,ftp,207.7067712842452,2400,9814,malicious
2025-05-02T20:02:05.455365+00:00,Cdd5e9216,10.0.0.27,26239,229.57.45.80,17017,udp,ssh,129.14899072592502,8933,5076,benign
2025-05-02T20:02:05.455374+00:00,Ce824f6b5,10.0.0.15,4323,99.232.59.191,40019,udp,http,59.925230815931606,9292,987,benign
2025-05-02T20:02:05.455384+00:00,C01e6eec0,10.0.0.201,22030,5.56.244.62,42769,udp,ftp,184.13856849667044,4808,8439,benign
2025-05-02T20:02:05.455394+00:00,C9fb851b0,10.0.0.164,13373,12.172.60.189,46977,tcp,dns,183.5339681124092,1022,1735,benign
2025-05-02T20:02:05.455403+00:00,C64b00608,10.0.0.59,29904,196.0.198.5,44775,udp,ssh,1.2155564406291857,2385,9934,benign
2025-05-02T20:02:05.455413+00:00,C5c631372,10.0.0.49,15528,215.103.239.168,26254,tcp,ftp,63.23121438045357,1224,510,benign
2025-05-02T20:02:05.455422+00:00,C36b08ea3,10.0.0.80,41608,93.184.216.34,20719,tcp,dns,116.03534237057913,3635,7737,malicious
2025-05-02T20:02:05.455431+00:00,Cf7a3eb39,10.0.0.152,37945,60.228.111.231,22812,tcp,ftp,292.2847546464124,3795,4959,benign
2025-05-02T20:02:05.455440+00:00,C059018a8,10.0.0.119,31135,158.30.143.58,16203,udp,ssh,133.60544521383682,7120,8180,benign
2025-05-02T20:02:05.455450+00:00,C89f3bb80,10.0.0.172,36388,138.162.77.93,7101,tcp,ssh,171.92227436424062,1781,1828,benign
2025-05-02T20:02:05.455459+00:00,C9cb4fb8a,10.0.0.162,11876,150.65.54.46,1171,tcp,http,77.19098677647074,1171,5828,benign
2025-05-02T20:02:05.455469+00:00,C859a5311,10.0.0.140,36519,21.121.58.1,2539,tcp,ssh,275.4139522367713,3528,5133,benign
2025-05-02T20:02:05.455478+00:00,Ca188d4fd,10.0.0.137,12905,212.224.88.227,17544,tcp,ssh,142.76364136245033,9298,1281,benign
2025-05-02T20:02:05.455488+00:00,Cf389e19f,10.0.0.102,36302,69.85.219.85,20834,tcp,ssh,245.17289001721872,7315,2394,benign
2025-05-02T20:02:05.455498+00:00,C822b7387,10.0.0.147,43300,115.138.215.175,20508,udp,http,254.16692883894225,512,1296,benign
2025-05-02T20:02:05.455508+00:00,C4196f5b8,10.0.0.249,42033,255.222.115.40,10989,tcp,https,184.2081027018285,4262,1906,benign
2025-05-02T20:02:05.455517+00:00,Ccf6afdf9,10.0.0.226,41264,64.30.100.7,27138,udp,http,290.06241545850725,734,1943,benign
2025-05-02T20:02:05.455527+00:00,C89b4bdb1,10.0.0.68,3549,255.66.20.240,2899,tcp,dns,285.2093859777694,6451,1945,benign
2025-05-02T20:02:05.455536+00:00,Cd1764603,10.0.0.220,17755,153.157.196.172,14920,udp,ssh,277.54590548413006,8379,5350,benign
2025-05-02T20:02:05.455546+00:00,Ce469457d,10.0.0.3,27525,55.127.199.192,61300,udp,https,162.10953007021416,6449,8182,benign
2025-05-02T20:02:05.455555+00:00,C2d45d5fa,10.0.0.151,42076,160.210.162.207,59637,tcp,https,47.2592376809756,5058,3857,benign
2025-05-02T20:02:05.455565+00:00,C290d54fd,10.0.0.232,43402,251.99.5.219,5660,tcp,https,7.731569727045856,7135,7736,benign
2025-05-02T20:02:05.455574+00:00,Ccda9c9cc,10.0.0.213,53505,238.126.10.152,58514,udp,dns,254.13968745710278,2448,5196,benign
2025-05-02T20:02:05.455584+00:00,Cc74f6d42,10.0.0.201,53200,115.201.4.7,47598,tcp,dns,258.062963265377,8426,4084,benign
2025-05-02T20:02:05.455593+00:00,C2e60d941,10.0.0.181,49235,37.23.237.34,20588,udp,http,236.75503967976223,4682,5447,benign
2025-05-02T20:02:05.455602+00:00,C5171bc08,10.0.0.59,30648,24.9.157.48,18120,tcp,dns,62.09182427144737,9554,5404,benign
2025-05-02T20:02:05.455612+00:00,C9a109394,10.0.0.71,22789,93.184.216.34,38899,udp,https,208.44167342924783,8977,7811,malicious
2025-05-02T20:02:05.455621+00:00,C2d58ec2a,10.0.0.25,35227,113.212.221.5,59410,tcp,https,166.54216560688778,8388,1032,benign
2025-05-02T20:02:05.455630+00:00,C6f89dd64,10.0.0.90,35682,127.23.35.236,9703,udp,http,172.18812046665224,3184,1117,benign
2025-05-02T20:02:05.455640+00:00,Cf65f1a9e,10.0.0.116,25322,29.33.6.139,64407,udp,https,295.8840893134589,8940,8653,benign
2025-05-02T20:02:05.455649+00:00,Cdd0a5a29,10.0.0.213,58859,229.170.217.54,48893,udp,ftp,142.8784560073841,2298,7905,benign
2025-05-02T20:02:05.455659+00:00,C35f6f688,10.0.0.96,44827,42.7.167.223,63176,tcp,dns,210.5432994392093,8641,3442,benign
2025-05-02T20:02:05.455668+00:00,C155fad5d,10.0.0.67,41126,224.105.12.233,52939,tcp,ssh,207.8457080465401,7408,7522,benign
2025-05-02T20:02:05.455678+00:00,C0fc6a079,10.0.0.182,18434,10.0.0.99,50997,udp,https,98.76518085489458,5875,3045,malicious
2025-05-02T20:02:05.455687+00:00,C5d57085b,10.0.0.12,20897,10.0.0.99,37948,udp,http,224.62402699254076,4734,111,malicious
2025-05-02T20:02:05.455695+00:00,C6d756d87,10.0.0.26,26937,249.17.253.130,11436,udp,ssh,235.94709232901806,7939,6197,benign
2025-05-02T20:02:05.455705+00:00,C3e855cb5,10.0.0.64,21640,127.14.195.168,16207,udp,https,6.902620969917628,9920,9826,malicious
2025-05-02T20:02:05.455714+00:00,Cb256ad0e,10.0.0.6,7439,65.208.247.249,34775,udp,ssh,244.4356657730182,6124,4594,benign
2025-05-02T20:02:05.455724+00:00,C0489d52f,10.0.0.159,50984,172.249.5.166,36093,udp,http,30.275361354432672,4878,8936,malicious
2025-05-02T20:02:05.455734+00:00,Cf9204afa,10.0.0.174,24495,234.51.251.99,2907,udp,ftp,162.39469318922005,7852,2545,benign
2025-05-02T20:02:05.455743+00:00,C92a96eee,10.0.0.247,53209,6.16.189.11,2770,tcp,dns,218.15350889024748,443,489,benign
2025-05-02T20:02:05.455753+00:00,Cf6b9ee37,10.0.0.26,34996,202.113.75.222,55389,tcp,ssh,50.6181474139104,4241,5246,benign
2025-05-02T20:02:05.455762+00:00,C85b9ed55,10.0.0.238,53740,10.0.0.99,53630,tcp,dns,284.68750194990855,6465,6640,malicious
2025-05-02T20:02:05.455771+00:00,C771035bd,10.0.0.167,12963,10.0.0.99,61921,udp,http,5.164983843970222,7547,4799,malicious
2025-05-02T20:02:05.455779+00:00,C752d9f1c,10.0.0.188,4105,121.130.124.89,34365,udp,ssh,168.479356551434,8802,6290,benign
2025-05-02T20:02:05.455789+00:00,Cfbe7d97e,10.0.0.180,32140,125.211.242.248,62274,tcp,http,262.0728154059242,2515,5123,benign
2025-05-02T20:02:05.455799+00:00,C5fd32d3f,10.0.0.23,22574,29.64.200.32,11178,udp,dns,276.56911907381937,7218,2493,benign
2025-05-02T20:02:05.455808+00:00,C3cb6eacd,10.0.0.151,3099,92.1.81.124,37079,udp,https,34.475300093881515,5037,329,benign
2025-05-02T20:02:05.455818+00:00,Ca92dac63,10.0.0.38,6214,10.0.0.99,4256,udp,https,9.931422528364024,5514,8493,malicious
2025-05-02T20:02:05.455827+00:00,C44eed898,10.0.0.110,6693,123.225.195.104,62472,udp,dns,119.05174848311262,2870,1266,benign
2025-05-02T20:02:05.455836+00:00,C52111adf,10.0.0.33,8475,109.204.251.218,57445,tcp,ssh,166.17473188876562,9113,2436,benign
2025-05-02T20:02:05.455846+00:00,C9a4011a0,10.0.0.172,5639,119.213.143.74,21928,udp,dns,162.619430356406,7262,1563,benign
2025-05-02T20:02:05.455856+00:00,C141475da,10.0.0.170,1150,242.63.228.30,62377,udp,ssh,0.615916656714247,6267,4597,benign
2025-05-02T20:02:05.455865+00:00,Cf82ddfea,10.0.0.217,33845,56.210.188.186,16739,udp,dns,102.17606210236089,7054,3613,benign
2025-05-02T20:02:05.455884+00:00,C05e6dc73,10.0.0.102,44205,140.34.85.32,64922,udp,https,116.80053134800296,138,5390,benign
2025-05-02T20:02:05.455895+00:00,Cd07d55ac,10.0.0.126,60352,34.22.207.213,46667,tcp,https,208.23125120149209,1768,9104,benign
2025-05-02T20:02:05.455904+00:00,Cb65ef3cd,10.0.0.115,31654,27.68.179.174,9107,tcp,https,256.63526093064723,597,2511,benign
2025-05-02T20:02:05.455914+00:00,C140ca30d,10.0.0.45,29602,93.184.216.34,22873,tcp,ssh,241.94144008218845,5690,1987,malicious
2025-05-02T20:02:05.455923+00:00,Ce42f9207,10.0.0.244,51009,236.79.126.120,64449,tcp,https,57.159982578364016,4619,2787,benign
2025-05-02T20:02:05.455932+00:00,C621ce0d4,10.0.0.51,59536,93.184.216.34,54944,tcp,dns,182.54780429722996,8284,2376,malicious
2025-05-02T20:02:05.455941+00:00,C7fd499c4,10.0.0.142,25662,114.186.143.65,37677,tcp,http,190.86619127251626,9947,1833,benign
2025-05-02T20:02:05.455950+00:00,Cda83c02f,10.0.0.219,38978,140.17.45.149,23981,udp,dns,286.14694555793045,2191,3946,benign
2025-05-02T20:02:05.455960+00:00,C32d3dda4,10.0.0.253,14241,77.26.34.57,53008,udp,ssh,177.49836028853457,9473,6520,benign
2025-05-02T20:02:05.455969+00:00,Ccf9c19eb,10.0.0.48,33066,25.195.134.132,34289,tcp,ftp,202.45270163783857,928,1741,benign
2025-05-02T20:02:05.455979+00:00,Cc0614bdc,10.0.0.65,33928,83.150.12.240,31636,tcp,dns,3.8298510969688464,2353,8230,benign
2025-05-02T20:02:05.455988+00:00,C94f58d11,10.0.0.130,25801,200.58.172.199,55318,udp,ssh,38.71178193119698,3184,4096,benign
2025-05-02T20:02:05.455998+00:00,C4b64266a,10.0.0.174,43900,142.49.139.223,33928,tcp,http,88.95966209522018,9388,9749,benign
2025-05-02T20:02:05.456007+00:00,C542f4b73,10.0.0.31,14889,114.218.193.205,39880,udp,ftp,112.1418264788019,5178,1594,benign
2025-05-02T20:02:05.456017+00:00,Cfef119b5,10.0.0.182,48223,144.73.156.158,47480,tcp,ftp,288.9960520197247,7560,1046,benign
2025-05-02T20:02:05.456026+00:00,C7af65895,10.0.0.66,11357,217.4.154.200,57185,tcp,https,205.17656912403552,8044,1369,benign
2025-05-02T20:02:05.456036+00:00,Cab0f4c96,10.0.0.231,30612,71.203.53.12,48239,tcp,https,115.14376101423812,861,3362,benign
2025-05-02T20:02:05.456046+00:00,Cf2c51706,10.0.0.59,14184,54.164.162.37,15978,tcp,ftp,218.85104830176172,7547,1747,benign
2025-05-02T20:02:05.456055+00:00,C83d9b2b7,10.0.0.10,43420,175.154.126.101,64594,udp,dns,127.61891662030534,6233,4531,benign
2025-05-02T20:02:05.456065+00:00,Cfeca3981,10.0.0.118,14060,167.15.87.32,24528,udp,https,214.3440665080814,4258,4886,benign
2025-05-02T20:02:05.456074+00:00,Cb76c9b9b,10.0.0.175,16927,10.0.0.99,18586,tcp,dns,178.4882904883016,581,9514,malicious
2025-05-02T20:02:05.456083+00:00,Cd9ca2cf1,10.0.0.144,6688,29.70.31.117,12741,udp,dns,257.11192841237323,7903,5326,benign
2025-05-02T20:02:05.456092+00:00,Cc50ebf88,10.0.0.25,3543,192.108.86.45,46832,udp,dns,31.506733006575764,8640,2864,benign
2025-05-02T20:02:05.456102+00:00,Cf599c5e7,10.0.0.58,57177,41.68.125.111,6624,tcp,ssh,218.23285516906165,8534,6651,benign
2025-05-02T20:02:05.456112+00:00,C4bee2039,10.0.0.72,22151,175.252.35.254,10897,tcp,ftp,3.670751984534147,9930,4724,benign
2025-05-02T20:02:05.456122+00:00,Cd50541d2,10.0.0.197,63271,192.168.1.100,31678,tcp,dns,244.70365941690935,9541,5708,malicious
2025-05-02T20:02:05.456130+00:00,C496579fb,10.0.0.130,39121,181.12.102.202,63212,udp,https,219.69283019037104,6229,6085,benign
2025-05-02T20:02:05.456140+00:00,C5e0694f8,10.0.0.173,26125,12.136.235.62,23079,udp,https,211.88742635205526,5200,9648,benign
2025-05-02T20:02:05.456149+00:00,C7520183e,10.0.0.237,37385,130.133.234.109,11972,tcp,ftp,273.1366064579859,6322,2316,benign
2025-05-02T20:02:05.456159+00:00,C6b0cea0d,10.0.0.175,39988,46.62.171.43,43344,udp,http,86.7305153629071,1189,735,benign
2025-05-02T20:02:05.456168+00:00,C9c01e16c,10.0.0.108,9046,183.179.147.147,7344,udp,ftp,242.27463095132265,7805,1495,malicious
2025-05-02T20:02:05.456178+00:00,C093cc2e4,10.0.0.52,62526,91.144.253.159,22995,tcp,http,58.64665976782185,9340,411,benign
2025-05-02T20:02:05.456188+00:00,C932169ee,10.0.0.51,17722,227.164.177.101,39956,udp,ftp,103.80243084676127,5496,4840,benign
2025-05-02T20:02:05.456198+00:00,C839121cb,10.0.0.18,9475,238.83.107.17,41996,udp,ssh,223.99200516116116,8579,4205,benign
2025-05-02T20:02:05.456207+00:00,Cc4109b97,10.0.0.192,52150,174.111.107.133,560,tcp,https,8.086989745562402,9503,2036,benign
2025-05-02T20:02:05.456217+00:00,Caf7410f8,10.0.0.106,4604,119.85.170.72,55464,tcp,dns,266.39020626060994,8822,4786,benign
2025-05-02T20:02:05.456227+00:00,Cc44e4890,10.0.0.120,58921,192.168.1.100,59967,tcp,ftp,224.02590439203937,7854,9337,malicious
2025-05-02T20:02:05.456235+00:00,C982e2b34,10.0.0.207,58719,150.7.129.146,21300,tcp,https,237.15415295499565,8774,6960,benign
2025-05-02T20:02:05.456245+00:00,Cc5d5e17c,10.0.0.254,35922,78.154.31.227,62678,udp,ssh,164.4844346652384,5321,9251,benign
2025-05-02T20:02:05.456254+00:00,C2af167f1,10.0.0.231,4767,192.168.1.100,41219,udp,ftp,170.78834364500736,2730,8425,malicious
2025-05-02T20:02:05.456263+00:00,C6c03a4db,10.0.0.107,12920,93.184.216.34,29824,udp,ssh,162.75418439200092,2765,4481,malicious
2025-05-02T20:02:05.456271+00:00,C1d10d20e,10.0.0.80,29089,208.41.209.104,14886,tcp,ftp,187.58165590860418,3880,6282,benign
2025-05-02T20:02:05.456281+00:00,C3914608f,10.0.0.121,57542,64.12.172.173,47927,tcp,dns,133.27309433259478,6027,3177,benign
2025-05-02T20:02:05.456291+00:00,C2662bad7,10.0.0.229,35687,56.25.161.213,13382,udp,https,189.9089416046216,6659,882,benign
2025-05-02T20:02:05.456300+00:00,Cbf46ca55,10.0.0.123,13495,73.96.203.49,59640,tcp,ssh,169.4146334123714,6913,6154,benign
2025-05-02T20:02:05.456310+00:00,C46207d83,10.0.0.198,50961,40.216.213.119,53199,udp,https,206.44859642871282,8176,4442,benign
2025-05-02T20:02:05.456319+00:00,C9a00d604,10.0.0.43,18476,57.26.169.228,6081,tcp,dns,272.2296463022601,3243,7330,benign
2025-05-02T20:02:05.456329+00:00,C72800917,10.0.0.87,4143,116.95.115.165,38491,udp,dns,187.43978764600746,5239,4146,benign
2025-05-02T20:02:05.456338+00:00,C97987b42,10.0.0.167,3463,242.131.218.190,31566,udp,ftp,278.4295606052028,653,1056,benign
2025-05-02T20:02:05.456348+00:00,C43df0380,10.0.0.137,57066,104.59.24.113,11073,tcp,https,7.942747886277609,1452,9464,benign
2025-05-02T20:02:05.456358+00:00,Cc92f63ca,10.0.0.189,16038,240.121.32.48,46712,udp,ftp,286.3927556460153,5693,670,benign
2025-05-02T20:02:05.456367+00:00,Cc21a3bce,10.0.0.217,36976,41.141.120.86,26029,tcp,ftp,296.5058960497114,9934,8930,malicious
2025-05-02T20:02:05.456377+00:00,C3eeb3e6c,10.0.0.4,62561,219.32.243.29,17329,tcp,dns,5.688193648382225,3684,6804,benign
2025-05-02T20:02:05.456387+00:00,Ce05193bd,10.0.0.227,36025,180.184.65.216,20510,udp,ftp,155.4172860243039,2871,1143,benign
